Date,Time,ControlMode,RobotStatus,RobotAutoControlStage,Battery1VoltsRaw,Battery1AmpsRaw,Battery2VoltsRaw,Battery2AmpsRaw,WaterLevel,TempatureRaw,CH6,CH7,LeftDriveSign,LeftDriveMag,LeftDriveEncoder,RightDriveSign,RightDriveMag,RightDriveEncoder,Battery1Volts,Battery1Amps,Battery2Volts,Battery2Amps,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,AugarOutput,ImpellerOutput,VelocityX,VelocityY,VelocityZ,RotationX,RotationY,RotationZ,Tempature_MPU,SideWall,FrontWall,Proximity,Positionx,Positiony,Positionz
2018-07-29,18-02-28.351,None,Idle,None,3.5,2.54,0,0,0,0,NC,NC,0,0,0,0,0,0,7,0.08,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,null,0,0,0
2018-07-29,18-02-28.360,Auto,Idle,None,3.48,2.54,0,0,0,0,NC,NC,0,0,0,0,0,0,6.7,0.08,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,null,0,0,0
2018-07-29,18-02-28.436,Auto,Idle,TurnToMap,3.48,2.54,0,0,0.5,0.6,NC,NC,0,0,0,0,0,0,6.7,0.08,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,null,0,0,0
2018-07-29,18-02-28.458,Auto,Idle,TurnToMap,3.48,2.54,0,0,0.5,0.6,NC,NC,0,0,0,0,0,0,6.7,0.08,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,null,0,0,0
2018-07-29,18-02-28.495,Auto,Idle,TurnToMap,3.48,2.54,0,0,0.5,0.6,NC,NC,0,0,0,0,0,0,6.7,0.08,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,null,0,0,0
2018-07-29,18-02-28.553,Auto,Idle,TurnToMap,3.48,2.54,0,0,0.5,0.6,NC,NC,0,0,0,0,0,0,6.7,0.08,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,null,0,0,0
2018-07-29,18-02-28.665,Auto,Idle,TurnToMap,3.48,2.54,0,0,0.5,0.6,NC,NC,0,0,0,0,0,0,6.7,0.08,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,null,0,0,0
2018-07-29,18-02-28.693,Auto,Idle,TurnToMap,3.48,2.54,0,0,0.5,0.6,NC,NC,0,0,0,0,0,0,6.7,0.08,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,null,0,0,0
2018-07-29,18-02-28.736,Auto,Idle,TurnToMap,3.48,2.54,0,0,0.5,0.6,NC,NC,0,0,0,0,0,0,6.7,0.08,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,null,0,0,0
2018-07-29,18-02-28.772,Auto,Idle,TurnToMap,3.48,2.54,0,0,0.5,0.6,NC,NC,0,0,0,0,0,0,6.7,0.08,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,null,0,0,0
